dataset,seed,implementation_tag,reference,inference_batch_size,cell_order_seed,cell_order,realized_K,wall_time_seconds,peak_gpu_allocated_bytes,n_cells,ARI,NMI,VI_nats,coassignment_agreement_rand,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,123.0,183.29999999999998,190.0,0.0,0.0,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,28.0,487.19999999999993,601.0,0.0,0.0,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,T-NK-B cell doublets,0.0265,Intermediate,53,0.7142857142857143,0.18867924528301888,0.2985074626865672,3,0.7583333333333333,0.7142857142857143,13.0,203.39999999999986,261.0,0.018867924528301886,0.18867924528301888,2,0.2,2,0.2
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,83.0,241.79999999999995,261.0,0.0,0.0,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,gdT cells,0.04,Intermediate,80,0.5681818181818182,0.3125,0.40322580645161293,1,0.5681818181818182,0.5681818181818182,38.0,416.04999999999956,601.0,0.0,0.3125,1,0.1,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,35,0.4762151772156358,134341120,2000,0.8595397923958822,0.8349135216751454,0.8498710023065374,0.9683901950975488,plasmacytoid DC,0.0055,Rare,11,0.5789473684210527,1.0,0.7333333333333334,2,0.6666666666666666,0.5789473684210527,9.5,11.75,12.0,0.6363636363636364,1.0,1,0.5,1,0.5
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,34,0.4827710660174489,134341120,2000,0.8545522654065891,0.8211569257203079,0.9248139073861505,0.9676473236618309,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,29.0,509.5499999999998,594.0,0.0,0.0,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,34,0.4827710660174489,134341120,2000,0.8545522654065891,0.8211569257203079,0.9248139073861505,0.9676473236618309,CD4 memory,0.0865,Intermediate,173,0.2592,0.9364161849710982,0.40601503759398494,2,0.2739491691104594,0.2592,27.0,481.3999999999999,594.0,0.0,0.9364161849710982,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,34,0.4827710660174489,134341120,2000,0.8545522654065891,0.8211569257203079,0.9248139073861505,0.9676473236618309,CD4 naive I,0.0735,Intermediate,147,0.47619047619047616,0.1360544217687075,0.21164021164021166,3,0.5405643738977073,0.47619047619047616,8.0,480.5999999999999,594.0,0.0,0.1360544217687075,1,0.2,1,0.2
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,34,0.4827710660174489,134341120,2000,0.8545522654065891,0.8211569257203079,0.9248139073861505,0.9676473236618309,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,27.0,537.3,594.0,0.0,0.0,0,0.0,0,0.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,34,0.4827710660174489,134341120,2000,0.8545522654065891,0.8211569257203079,0.9248139073861505,0.9676473236618309,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,115.0,163.39999999999998,174.0,0.0,0.0,0,0.0,0,0.0
