epoch,phase,loss_rec,loss_vq
0,warmup,0.5284051511968885,
1,quantized,3.6935743242502213,0.8612904122897557
2,quantized,2.9845858812332153,0.8110651799610683
3,quantized,2.6121306717395782,0.8242176004818508
4,quantized,2.3792004734277725,0.8211519547871181
5,quantized,2.2604864984750748,0.8271888835089547
