dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.6703972816467285,5.670815467834473,5.682363033294678,29.595020294189453,0.9248443841934204,59.190040588378906,14.723424911499023,False,0.5130540815296004
D5,0,RNA+ADT,ADT,32,5.705538272857666,5.704474449157715,5.728635644912719,18.654891967773438,0.5829653739929199,37.309783935546875,13.974183082580566,False,0.48694591847039953
