dataset,method,seed,implementation_tag,resolution,n_cells,requested_K,realized_K,empty_anchor_count,empty_rate,compression_ratio,size_min,size_q1,size_median,size_mean,size_q3,size_p90,size_p95,size_p99,size_max,size_sd,size_cv,size_gini,singleton_rate,size_le_2_rate,size_gt_2x_median_rate,size_gt_5x_median_rate,tukey_outlier_count,max_median_ratio
D17,GARQ,3,diagnostic_variant_reposition_interval,0.02,2000,40,38,2,0.05,52.63157894736842,1.0,4.0,7.5,52.63157894736842,48.75,192.50000000000014,231.04999999999987,336.5000000000001,355.0,90.69027214814393,1.7231151708147348,0.736078947368421,0.05263157894736842,0.18421052631578946,0.34210526315789475,0.2894736842105263,7,47.333333333333336
